Nombre ,Fuente,Usuario,Subtema,Tono,Recursos,ENGAGEMENT,URL
0904-6,Medio,Teletica,Salud,Informativo,Video,"7,459",https://www.facebook.com/teleticacom/posts/647691879297287
0904-7,Medio,Crhoy.com,Salud,Informativo,Link,"6,858",https://www.facebook.com/crhoy.comnoticias/posts/3900896379952700
0904-8,Medio,Tome pal pinto,Salud,Informativo,Link,"5,912",https://www.facebook.com/Tomepalpinto/posts/2913519528734591
0904-9,Institución,Instituto Mixto de Ayuda Social,Salud,Informativo,Video,"5,862",https://www.facebook.com/InstitutoMixtodeAyudaSocial/posts/822579001555726
0904-10,Medio,Telenoticias,Salud,Informativo,Link,"4,682",https://www.facebook.com/Telenoticias7/posts/3400397616638082
1004-1,Institución,Caja Costarricense de Seguro Social,Reconocimiento Internacional,Informativo,Imagen,"29,097",https://www.facebook.com/ccssdecostarica/posts/3177839432239758
1004-2,Medio,Crhoy.com,Vida Cotidiana,Informativo,Link,"11,158",https://www.facebook.com/crhoy.comnoticias/posts/3901950903180581
1004-3,Medio,Telenoticias,Medio Ambiente y Animales,Informativo,Link,"10,008",https://www.facebook.com/Telenoticias7/posts/3402693199741857
1004-4,Medio,NCR - Noticias Costa Rica,Medio Ambiente y Animales,Informativo,Link,"9,671",https://www.facebook.com/NCRNoticiasCostaRica/posts/3223587997673637
1004-5,Gobierno,Carlos Alvarado Quesada,Economía,Informativo,Texto,"8,834",https://www.facebook.com/carlosalvaradoquesada/posts/867613180404024
1004-6,Polítiques,Rogelio Rivas,Medidas y Restricciones,Alerta,Texto,"8,491",https://www.facebook.com/rogeliorivasss/posts/2675327652701130
1004-7,Medio,Telenoticias,Medidas y Restricciones,Informativo,Link,"8,410",https://www.facebook.com/Telenoticias7/posts/3403631326314711
1004-8,Medio,NCR - Noticias Costa Rica,Migración,Informativo,Link,"7,147",https://www.facebook.com/NCRNoticiasCostaRica/posts/3224601067572330
1004-9,Medio,Noticias Repretel Costa Rica,Salud,Informativo,Link,"6,963",https://www.facebook.com/noticiasrepretelcostarica/posts/3366367266736334
1004-10,Organización,Habla por mí,Medio Ambiente y Animales,Emotivo,Link,"6,926",https://www.facebook.com/HablaporMi/posts/2272377579531821
1104-1,Medio,Telenoticias,Migración,Informativo,Link,"13,142",https://www.facebook.com/Telenoticias7/posts/3406442322700278
1104-2,Medio,Tome pal pinto,Reconocimiento Internacional,Informativo,Link,"13,010",https://www.facebook.com/Tomepalpinto/posts/2918474038239140
1104-3,Medio,La Teja,Migración,Informativo,Link,"12,046",https://www.facebook.com/latejaoficial/posts/2918514198242980
1104-4,Página/Comunidad,C506,Entretenimiento,Homorístico,Video,"11,132",https://www.facebook.com/C506LATAM/posts/656722501556971
1104-5,Medio,Teletica.com,Salud,Informativo,Video,"11,008",https://www.facebook.com/teleticacom/posts/2934755546604223
1104-6,Medio,NCR - Noticias Costa Rica,Reconocimiento Internacional,Informativo,Link,"10,579",https://www.facebook.com/NCRNoticiasCostaRica/posts/3226716407360796
1104-7,Medio,Tome pal pinto,Migración,Informativo,Link,"8,646",https://www.facebook.com/Tomepalpinto/posts/2918706454882565
1104-8,Ministerio,Ministerio de Seguridad Pública,Migración,Informativo,Link,"8,198",https://www.facebook.com/seguridadcrc/posts/3404806846199411
1104-9,Medio,Noticias Repretel Costa Rica,Política,Informativo,Link,"7,453",https://www.facebook.com/noticiasrepretelcostarica/posts/3373570452682682
1104-10,Ministerio,Ministerio de Educación Pública MEP,Vida Cotidiana,Emotivo,Texto/Imagen,"5,839",https://www.facebook.com/MEPCostaRicaoficial/posts/2910420012360493
1204-1,Medio,Tome pal pinto,Salud,Informativo,Link,"18,410",https://www.facebook.com/Tomepalpinto/posts/2920195761400301
1204-2,Medio,Noticias Repretel Costa Rica,Salud,Informativo,Link,"14,935",https://www.facebook.com/noticiasrepretelcostarica/posts/3376966452343082
1204-3,Medio,Crhoy.com,Salud,Alerta,Link,"13,210",https://www.facebook.com/crhoy.comnoticias/posts/3912525582123113
1204-4,Gobierno,Carlos Alvarado Quesada,Misceláneo,Motivacional,Video,"11,897",https://www.facebook.com/carlosalvaradoquesada/posts/869324026899606
1204-5,Medio,Tome pal pinto,Salud,Informativo,Link,"10,549",https://www.facebook.com/Tomepalpinto/posts/2920793664673844
1204-6,Medio,NCR - Noticias Costa Rica,Migración,Informativo,Link,"9,027",https://www.facebook.com/NCRNoticiasCostaRica/posts/3228882363810867
1204-7,Medio,Hola es Lola,Salud,Alerta,Texto,"8,825",https://www.facebook.com/Holaeslola/posts/1590405037786655
1204-8,Medio,Telenoticias,Salud,Informativo,Link,"8,792",https://www.facebook.com/Telenoticias7/posts/3408850972459413
1204-9,Medio,nacion.com,Medio Ambiente y Animales,Informativo,Link,"5,932",https://www.facebook.com/lanacioncr/posts/10163530790975051
1204-10,Figura Pública,Zuzurro El Turro,Discriminación,Denuncia,Texto,"5,621",https://www.facebook.com/zuzurroturro/posts/3049910458393480
1304-1,Medio,Tome pal pinto,Salud,Alerta,Link,"20,866",https://www.facebook.com/Tomepalpinto/posts/2922492147837329
1304-2,Ministerio,Ministerio de Educación Pública MEP,Educación,Informativo,Link,"9,782",https://www.facebook.com/MEPCostaRicaoficial/posts/2917563051646189
1304-3,Medio,La Teja,Salud,Informativo,Link,"9,057",https://www.facebook.com/latejaoficial/posts/2923041171123616
1304-4,Medio,La Teja,Migración,Informativo,Link,"7,798",https://www.facebook.com/latejaoficial/posts/2923271961100537
1304-5,Medio,NCR - Noticias Costa Rica,Donaciones y Asistencialismo,Informativo,Link,"7,356",https://www.facebook.com/NCRNoticiasCostaRica/posts/3230897783609325
1304-6,Figura Pública,Valentina Alazraki,Salud/Religión,Informativo,Texto,"6,914",https://www.facebook.com/valentina.alazraki.mexico/posts/2696368717152879
1304-7,Medio,Teletica.com,Salud,Informativo,Video,"6,723",https://www.facebook.com/teleticacom/posts/700457267372725
1304-8,Medio,Cariari Informa,Medidas y Restricciones,Informativo,Link,"6,452",https://www.facebook.com/CariariInforma/posts/1434201566762695
1304-9,Ministerio,Ministerio de Salud,Salud,Informativo,Texto/Imagen,"5,998",https://www.facebook.com/msaludcr/posts/10163481672055137
1304-10,Medio,ADN Cuba,Salud,Denuncia,Texto/Video,"5,743",https://www.facebook.com/ADNCuba/posts/1485251881639093
1404-1,Medio,NCR - Noticias Costa Rica,Salud,Emotivo,Texto/Video,"17,427",https://www.facebook.com/NCRNoticiasCostaRica/posts/3233639136668523
1404-2,Medio,Crhoy.com,Salud,Emotivo,Link,"16,109",https://www.facebook.com/crhoy.comnoticias/posts/3918556064853398
1404-3,Medio,NCR - Noticias Costa Rica,Salud,Informativo,Link,"13,548",https://www.facebook.com/NCRNoticiasCostaRica/posts/3233753436657093
1404-4,Figura Pública,Valentina Alazraki,Entretenimiento,Informativo,Link,"13,193",https://www.facebook.com/valentina.alazraki.mexico/posts/2698588463597571
1404-5,Medio,Colosal Informa,Salud,Emotivo,Video,"12,527",https://www.facebook.com/ColosalInforma/posts/1942172055914771
1404-6,Gobierno,Carlos Alvarado Quesada,Misceláneo,Informativo,Video,"9,966",https://www.facebook.com/carlosalvaradoquesada/posts/654646508601799
1404-7,Organización,Asociación Defensa Animal,Medio Ambiente y Animales,Denuncia,Link,"9,199",https://www.facebook.com/AsociacionDefensaAnimal/posts/3219558718064219
1404-8,Medio,Noticias Repretel Costa Rica,Salud,Informativo,Link,"9,031",https://www.facebook.com/noticiasrepretelcostarica/posts/3381575168548877
1404-9,Diputades,Dragos Dolanescu - Diputado Alajuela 2018 PRSC,Economía,Denuncia,Video,"7,309",https://www.facebook.com/DDolanescuCR/posts/2596169463989791
1404-10,Gobierno,Carlos Alvarado Quesada,Salud,Alerta,Texto,"6,976",https://www.facebook.com/carlosalvaradoquesada/posts/870802233418452
1504-1,Medio,Multimedios CR,Salud,Emotivo,Video,"17,756",https://www.facebook.com/MultimediosCR/posts/1623297861167931
1504-2,Medio,Tvn Noticias,Donaciones y Asistencialismo,Informativo,Video,"17,417",https://www.facebook.com/tvnnoticiaszonanorte/posts/1347958768747295
1504-3,Ministerio,Ministerio de Salud,Salud,Informativo,Texto,"10,074",https://www.facebook.com/msaludcr/posts/10163492515900137
1504-4,Gobierno,Carlos Alvarado Quesada,Salud,Informativo,Texto/Imagen,"9,795",https://www.facebook.com/carlosalvaradoquesada/posts/871780346653974
1504-5,Figura Pública,Lizeth Castro,Salud,Informativo,Video,"9,367",https://www.facebook.com/LizethCastrotv/posts/238788643842921
1504-6,Medio,Stereo Vision Internacional,Religión,Esperanzador,Imagen,"8,925",https://www.facebook.com/StereoVision/posts/10158262540058770
1504-7,Medio,Noticias Repretel Costa Rica,Salud,Informativo,Link,"8,190",https://www.facebook.com/noticiasrepretelcostarica/posts/3383694001670327
1504-8,Medio,Crhoy.com,Salud,Informativo,Link,"5,991",https://www.facebook.com/crhoy.comnoticias/posts/3921958151179856
1504-9,Medio,ADN Cuba,Política,Informativo,Texto/Video,"5,741",https://www.facebook.com/ADNCuba/posts/1486784464819168
1504-10,Medio,Crhoy.com,Donaciones y Asistencialismo,Informativo,Link,"5,696",https://www.facebook.com/crhoy.comnoticias/posts/3922834781092193
1604-1,Gobierno,Carlos Alvarado Quesada,Salud,Informativo,Texto/Link,"18,054",https://www.facebook.com/carlosalvaradoquesada/posts/872271576604851
1604-2,Medio,Tome pal pinto,Salud,Informativo,Link,"9,822",https://www.facebook.com/Tomepalpinto/posts/2929175023835708
1604-3,Medio,Crhoy.com,Salud,Informativo,Link,"7,866",https://www.facebook.com/crhoy.comnoticias/posts/3926060660769605
1604-4,Medio,La República,Discriminación,Informativo,Link,"7,080",https://www.facebook.com/larepublicacr/posts/10156948251732051
1604-5,Medio,Síndrome de Down,Salud,Informativo,Link,"6,668",https://www.facebook.com/sindromedeDown09/posts/3159174234102087
1604-6,Medio,amprensa.com,Religión,Informativo,Link,"6,325",https://www.facebook.com/amprensa/posts/3336729429690159
1604-7,Página/Comunidad,Costa Rica,Salud,Orgullo,Texto/Link,"5,877",https://www.facebook.com/CostaRicaViews/posts/10158600539956122
1604-8,Medio,Noticias Repretel Costa Rica,Salud,Informativo,Link,"5,562",https://www.facebook.com/noticiasrepretelcostarica/posts/3385774844795576
1604-9,Medio,Hola es Lola,Vida Cotidiana,Emotivo,Texto,"5,059",https://www.facebook.com/Holaeslola/posts/1594246420735850
1604-10,Medio,PZ Noticias,Salud,Informativo,Texto/Imagen,"4,629",https://www.facebook.com/pznoticias/posts/2993174934122638
1704-1,Medio,Hola es Lola,Personal,Informativo,Texto/Imagen,"26,048",https://www.facebook.com/Holaeslola/posts/1595145333979292
1704-2,Medio,Crhoy.com,Pueblos Indígenas,Informativo,Link,"12,892",https://www.facebook.com/crhoy.comnoticias/posts/3930973013611703
1704-3,Medio,Telenoticias,Misceláneo,Informativo,Link,"10,143",https://www.facebook.com/Telenoticias7/posts/3420295924648251
1704-4,Gobierno,Carlos Alvarado Quesada,Gobierno,Axiologíco,Texto,"9,869",https://www.facebook.com/carlosalvaradoquesada/posts/873101919855150
1704-5,Medio,Delfino.cr,Salud,Informativo,Link,"7,827",https://www.facebook.com/Delfinocrc/posts/3373257126018339
1704-6,Figura Pública,Valentina Alazraki,Salud,Informativo,Texto/Video,"7,809",https://www.facebook.com/valentina.alazraki.mexico/posts/2705137642942653
1704-7,Medio,Telenoticias,Salud,Informativo,Texto/Imagen,"7,494",https://www.facebook.com/Telenoticias7/posts/3421663331178177
1704-8,Institución,Tecnológico de Costa Rica,Salud,Informativo,Link,"6,891",https://www.facebook.com/tecnologicocostarica/posts/2974827589271307
1704-9,Ministerio,Ministerio de Educación Pública MEP,Educación,Informativo,Texto/Imagen,"5,365",https://www.facebook.com/MEPCostaRicaoficial/posts/2927845167284644
1704-10,Medio,Amelia Rueda,Salud,Informativo,Link,"5,334",https://www.facebook.com/ameliarueda/posts/10158772419312923
1804-1,Medio,Tome pal pinto,Salud,Informativo,Link,"16,367",https://www.facebook.com/Tomepalpinto/posts/2933697446716799
1804-2,Medio,Telenoticias,Salud,Informativo,Link,"8,523",https://www.facebook.com/Telenoticias7/posts/3425261264151717
1804-3,Medio,Tome pal pinto,Misceláneo,Humorístico,Texto/Meme,"7,134",https://www.facebook.com/Tomepalpinto/posts/2933550673398143
1804-4,Medio,Crhoy.com,Donaciones y Asistencialismo,Informativo,Link,"6,663",https://www.facebook.com/crhoy.comnoticias/posts/3931284250247246
1804-5,Medio,PZ Noticias,Salud,Informativo,Texto/Imagen,"6,497",https://www.facebook.com/pznoticias/posts/2998588200247978
1804-6,Medio,Telenoticias,Salud,Informativo,Link,"6,240",https://www.facebook.com/Telenoticias7/posts/3424726054205238
1804-7,Medio,Amelia Rueda,Salud,Informativo,Link,"4,951",https://www.facebook.com/ameliarueda/posts/10158775271422923
1804-8,Medio,Teletica.com,Salud,Informativo,Video,"4,941",https://www.facebook.com/teleticacom/posts/531671634202396
1804-9,Medio,Noticias Repretel Costa Rica,Salud,Informativo,Link,"4,669",https://www.facebook.com/noticiasrepretelcostarica/posts/3392263154146745
1804-10,Medio,Telenoticias,Discriminación,Informativo,Link,"4,461",https://www.facebook.com/Telenoticias7/posts/3424262360918274
1904-1,Medio,Crhoy.com,Salud,Informativo,Link,"21,063",https://www.facebook.com/crhoy.comnoticias/posts/3937437842965220
1904-2,Ministerio,Ministerio de Salud,Salud,Informativo,Texto,"17,616",https://www.facebook.com/msaludcr/posts/10163524898370137
1904-3,Medio,Noticias Repretel Costa Rica,Salud,Informativo,Link,"12,148",https://www.facebook.com/noticiasrepretelcostarica/posts/3394768863896174
1904-4,Medio,Telenoticias,Salud,Informativo,Texto/Imagen,"11,061",https://www.facebook.com/Telenoticias7/posts/3427331993944644
1904-5,Figura Pública,Valentina Alazraki,Salud,Informativo,Texto/Video,"9,724",https://www.facebook.com/valentina.alazraki.mexico/posts/2709569865832764
1904-6,Figura Pública,Lizeth Castro,Salud,Condolencias,Texto/Imagen,"9,351",https://www.facebook.com/LizethCastrotv/posts/3363846996977854
1904-7,Medio,Tome pal pinto,Salud,Informativo,Link,"7,414",https://www.facebook.com/Tomepalpinto/posts/2936052086481335
1904-8,Gobierno,Carlos Alvarado Quesada,Migración,Informativo,Texto/Video,"6,761",https://www.facebook.com/carlosalvaradoquesada/posts/874881379677204
1904-9,Medio,Telenoticias,Salud,Informativo,Texto/Imagen,"6,717",https://www.facebook.com/Telenoticias7/posts/3427000760644434
1904-10,Medio,NCR - Noticias Costa Rica,Salud,Informativo,Link,"5,735",https://www.facebook.com/NCRNoticiasCostaRica/posts/3246268988738871
2004-1,Gobierno,Carlos Alvarado Quesada,Salud,Alerta,Texto,"13,219",https://www.facebook.com/carlosalvaradoquesada/posts/875520579613284
2004-2,Ministerio,Ministerio de Salud,Salud,Informativo,Texto,"12,577",https://www.facebook.com/msaludcr/posts/10163530127330137
2004-3,Medio,Crhoy.com,Economía,Informativo,Link,"9,188",https://www.facebook.com/crhoy.comnoticias/posts/3939598246082513
2004-4,Medio,Telenoticias,Salud,Informativo,Texto/Imagen,"8,840",https://www.facebook.com/Telenoticias7/posts/3429065173771326
2004-5,Gobierno,Carlos Alvarado Quesada,Economía,Informativo,Texto,"8,822",https://www.facebook.com/carlosalvaradoquesada/posts/875633122935363
2004-6,Medio,Tome pal pinto,Economía,Informativo,Link,"7,517",https://www.facebook.com/Tomepalpinto/posts/2938031842950026
2004-7,Medio,NCR - Noticias Costa Rica,Salud,Informativo,Link,"7,302",https://www.facebook.com/NCRNoticiasCostaRica/posts/3248623441836759
2004-8,Medio,NCR - Noticias Costa Rica,Migración,Informativo,Link,"6,512",https://www.facebook.com/NCRNoticiasCostaRica/posts/3248757028490067
2004-9,Medio,Tome pal pinto,Salud,Informativo,Link,"6,292",https://www.facebook.com/Tomepalpinto/posts/2938258709594006
2004-10,Medio,Noticias Alajuela,Salud,Agradecimiento,Texto/Imagen,"6,145",https://www.facebook.com/notialajuela/posts/1304466496416637
2104-1,Institución,Caja Costarricense de Seguro Social,Salud,Emotivo,Texto/Imagen,"22,830",https://www.facebook.com/ccssdecostarica/posts/3204535716236796
2104-2,Gobierno,Carlos Alvarado Quesada,Donaciones y Asistencialismo,Informativo,Texto/Imagen,"11,738",https://www.facebook.com/carlosalvaradoquesada/posts/876211816210827
2104-3,Gobierno,Crhoy.com,Salud,Informativo,Link,"11,604",https://www.facebook.com/crhoy.comnoticias/posts/3945498892159115
2104-4,Medio,Crhoy.com,Donaciones y Asistencialismo,Informativo,Link,"7,797",https://www.facebook.com/crhoy.comnoticias/posts/3945876495454688
2104-5,Medio,NCR - Noticias Costa Rica,Donaciones y Asistencialismo,Denuncia,Link,"7,701",https://www.facebook.com/NCRNoticiasCostaRica/posts/3250717451627358
2104-6,Empresa,Bimbo Centroamérica,Donaciones y Asistencialismo,Solidario,Texto/Imagen,"7,504",https://www.facebook.com/BimboGuatemala/posts/1132536620418645
2104-7,Medio,Telenoticias,Salud,Informativo,Link,"6,851",https://www.facebook.com/Telenoticias7/posts/3433333906677786
2104-8,Medio,Hola es Lola,Vida Cotidiana,Humorístico,Texto,"6,751",https://www.facebook.com/Holaeslola/posts/1598535306973628
2104-9,Medio,Crhoy.com,Salud,Informativo,Link,"6,212",https://www.facebook.com/crhoy.comnoticias/posts/3945218358853835
2104-10,Medio,Tome pal pinto,Salud,Informativo,Link,"5,714",https://www.facebook.com/Tomepalpinto/posts/2940501766036367
2204-1,Organización,UNICEF Costa Rica,Salud,Informativo,Texto/Imagen,"37,995",https://www.facebook.com/UNICEFCostaRica/posts/10156944271647517
2204-2,Medio,Crhoy.com,Pueblos Indígenas,Informativo,Link,"25,620",https://www.facebook.com/crhoy.comnoticias/posts/3948162421892762
2204-3,Medio,Telenoticias,Turismo,Informativo,Link,"13,881",https://www.facebook.com/Telenoticias7/posts/3434886909855819
2204-4,Ministerio,Ministerio de Salud,Salud,Informativo,Link,"11,809",https://www.facebook.com/msaludcr/posts/10163548027160137
2204-5,Gobierno,Carlos Alvarado Quesada,Migración,Informativo,Texto/Imagen,"7,747",https://www.facebook.com/carlosalvaradoquesada/posts/876950302803645
2204-6,Municipalidad,Municipalidad de San José,Economía,Informativo,Link,"6,751",https://www.facebook.com/MunicipalidadSJ/posts/2940309986056925
2204-7,Medio,Crhoy.com,Turismo,Informativo,Link,"6,288",https://www.facebook.com/crhoy.comnoticias/posts/3948821891826815
2204-8,Medio,Telenoticias,Privados de Libertad,Informativo,Link,"6,251",https://www.facebook.com/Telenoticias7/posts/3436040779740432
2204-9,Medio,Amelia Rueda,Donaciones y Asistencialismo,Informativo,Link,"6,030",https://www.facebook.com/ameliarueda/posts/10158793793487923
2204-10,Medio,Carlos Alvarado Quesada,Migración,Informativo,Texto/Imagen,"5,885",https://www.facebook.com/carlosalvaradoquesada/posts/876842082814467
2304-1,Ministerio,Ministerio de Salud,Salud,Informativo,Texto/Link,"33,398",https://www.facebook.com/msaludcr/posts/10163556471515137
2304-2,Diputades,Franggi Nicolás Diputada,Salud,Denuncia,Texto/Video,"17,563",https://www.facebook.com/FranggiDiputada/posts/562386590945684
2304-3,Medio,Noticias Repretel Costa Rica,Salud,Informativo,Link,"13,738",https://www.facebook.com/noticiasrepretelcostarica/posts/3405982252774835
2304-4,Organización Religiosa,Enlace,Religión,Esperanzador,Link,"13,243",https://www.facebook.com/enlacetv/posts/10156914878536813
2304-5,Gobierno,Carlos Alvarado Quesada,Reconocimiento Internacional,Informativo,Texto,"12,521",https://www.facebook.com/carlosalvaradoquesada/posts/877663669398975
2304-6,Medio,Telenoticias,Salud,Informativo,Link,"12,507",https://www.facebook.com/Telenoticias7/posts/3438689492808894
2304-7,Medio,Tvn Noticias,Economía,Informativo,Video,"11,675",https://www.facebook.com/tvnnoticiaszonanorte/posts/1354179724791866
2304-8,Medio,Tome pal pinto,Salud,Informativo,Link,"11,291",https://www.facebook.com/Tomepalpinto/posts/2945244825562061
2304-9,Página/Comunidad,Evana Valle - Inspired Positive Life,Salud,Esperanzador,Imagen,"11,286",https://www.facebook.com/InspiredPositiveLife/posts/687070518502130
2304-10,Medio,Tome pal pinto,Salud,Informativo,Link,"10,670",https://www.facebook.com/Telenoticias7/posts/3438115576199619
2404-1,Homeópata,Betesda Natural,Salud,Informativo,Video,"295,712",https://www.facebook.com/BetesdaNatural/posts/2905611302858772
2404-2,Medio,amprensa.com,Salud,Informativo,Link,"25,035",https://www.facebook.com/amprensa/posts/3358696727493429
2404-3,Medio,NCR - Noticias Costa Rica,Salud,Informativo,Link,"18,624",https://www.facebook.com/NCRNoticiasCostaRica/posts/3259860254046411
2404-4,Medio,Tome pal pinto,Salud,Informativo,Link,"15,315",https://www.facebook.com/Tomepalpinto/posts/2947550161998194
2404-5,Ministerio,Ministerio de Salud,Salud,Informativo,Texto/Link,"12,708",https://www.facebook.com/msaludcr/posts/10163562998310137
2404-6,Medio,Crhoy.com,Turismo,Informativo,Link,"11,900",https://www.facebook.com/crhoy.comnoticias/posts/3956683851040619
2404-7,Ministerio,Ministerio de Salud,Salud,Informativo,Texto/Link,"8,745",https://www.facebook.com/msaludcr/posts/10163563804130137
2404-8,Medio,Telenoticias,Salud,Informativo,Texto/Imagen,"8,138",https://www.facebook.com/Telenoticias7/posts/3440865782591265
2404-9,Medio,Noticias Repretel Costa Rica,Salud,Informativo,Link,"7,245",https://www.facebook.com/noticiasrepretelcostarica/posts/3407671089272618
2404-10,Gobierno,Carlos Alvarado Quesada,Salud,Informativo,Texto/Video,"6,429",https://www.facebook.com/carlosalvaradoquesada/posts/266704364725692
2504-1,Ministerio,Ministerio de Salud,Vida Cotidiana,Solidario,Video,"57,992",https://www.facebook.com/msaludcr/posts/10163569045070137
2504-2,Ministerio,Ministerio de Salud,Salud,Informativo,Link,"14,112",https://www.facebook.com/msaludcr/posts/10163571240195137
2504-3,Medio,Noticias Repretel Costa Rica,Salud,Informativo,Link,"11,041",https://www.facebook.com/noticiasrepretelcostarica/posts/3411019822271078
2504-4,Institución,Caja Costarricense de Seguro Social,Salud,Informativo,Texto/Imagen,"10,929",https://www.facebook.com/ccssdecostarica/posts/3214633091893725
2504-5,Medio,La Teja,Donaciones y Asistencialismo,Informativo,Link,"10,842",https://www.facebook.com/latejaoficial/posts/2951709101590156
2504-6,Medio,NCR - Noticias Costa Rica,Salud,Informativo,Texto/Imagen,"9,441",https://www.facebook.com/NCRNoticiasCostaRica/posts/3263227960376307
2504-7,Medio,Crhoy.com,Donaciones y Asistencialismo,Informativo,Link,"8,620",https://www.facebook.com/crhoy.comnoticias/posts/3959301970778807
2504-8,Figura Pública,Lizeth Castro,Vida Cotidiana,Emotivo,Texto/Imagen,"6,818",https://www.facebook.com/LizethCastrotv/posts/3380479915314562
2504-9,Medio,Hola es Lola,Misceláneo,N/A,Texto/Imagen,"6,781",https://www.facebook.com/Holaeslola/posts/1602652936561865
2504-10,Medio,Telenoticias,Delitos Sexuales,Informativo,Link,"6,290",https://www.facebook.com/Telenoticias7/posts/3443606062317237
2604-1,Gobierno,Carlos Alvarado Quesada,Medidas y Restricciones,Informativo,Texto,"16,296",https://www.facebook.com/carlosalvaradoquesada/posts/879931552505520
2604-2,Medio,Crhoy.com,Donaciones y Asistencialismo,Informativo,Link,"12,355",https://www.facebook.com/crhoy.comnoticias/posts/3961235463918791
2604-3,Institución,Caja Costarricense de Seguro Social,Salud,Informativo,Texto/Imagen,"10,166",https://www.facebook.com/ccssdecostarica/posts/3215875231769511
2604-4,Medio,NCR - Noticias Costa Rica,Donaciones y Asistencialismo,Informativo,Link,"10,156",https://www.facebook.com/NCRNoticiasCostaRica/posts/3265373676828402
2604-5,Gobierno,Carlos Alvarado Quesada,Donaciones y Asistencialismo,Informativo,Texto/Imagen,"9,830",https://www.facebook.com/carlosalvaradoquesada/posts/879865995845409
2604-6,Medio,Telenoticias,Salud,Informativo,Link,"8,652",https://www.facebook.com/Telenoticias7/posts/3445863728758137
2604-7,Medio,Crhoy.com,Turismo,Informativo,Link,"7,847",https://www.facebook.com/crhoy.comnoticias/posts/3963656880343316
2604-8,Medio,Telenoticias,Salud,Informativo,Link,"6,893",https://www.facebook.com/Telenoticias7/posts/3446417518702758
2604-9,Ministerio,Ministerio de Salud,Salud,Informativo,Imagen,"6,753",https://www.facebook.com/msaludcr/posts/10163577739215137
2604-10,Página/Comunidad,De Todo El Mundo,Misceláneo,Reflexivo,Texto/Imagen,"6,715",https://www.facebook.com/roperito09/posts/550987642255964
2704-1,Empresa,Tienda Monge,Donaciones y Asistencialismo,Solidario,Texto/Imagen,"16,903",https://www.facebook.com/TiendaMonge/posts/10159752450669745
2704-2,Medio,Telenoticias,Entretenimiento,Informativo,Link,"13,176",https://www.facebook.com/Telenoticias7/posts/3449528658391644
2704-3,Gobierno,Carlos Alvarado Quesada,Medidas y Restricciones,Informativo,Texto,"12,760",https://www.facebook.com/carlosalvaradoquesada/posts/880579955774013
2704-4,Ministerio,Ministerio de Salud,Salud,Informativo,Link,"10,239",https://www.facebook.com/msaludcr/posts/10163585004655137
2704-5,Medio,Crhoy.com,Salud,Informativo,Link,"8,857",https://www.facebook.com/crhoy.comnoticias/posts/3966473196728351
2704-6,Medio,Noticias Repretel Costa Rica,Salud,Informativo,Link,"8,336",https://www.facebook.com/noticiasrepretelcostarica/posts/3415065755199818
2704-7,Diputades,Franggi Nicolás Diputada,Economía,Denuncia,Texto/Link,"8,009",https://www.facebook.com/FranggiDiputada/posts/564634564054220
2704-8,Ministerio,Ministerio de Salud,Salud,Informativo,Video,"7,227",https://www.facebook.com/msaludcr/posts/163905404981911
2704-9,Ministerio,Teletica.com,Salud,Informativo,Video,"6,738",https://www.facebook.com/teleticacom/posts/524776738149996
2704-10,Medio,Crhoy.com,Educación,Informativo,Link,"5,705",https://www.facebook.com/crhoy.comnoticias/posts/3966333180075686
2804-1,Organización,UNICEF Costa Rica,Salud,Felicitaciones,Texo/Link,"55,410",https://www.facebook.com/UNICEFCostaRica/posts/10156963531997517
2804-2,Medio,Crhoy.com,Salud,Informativo,Link,"27,587",https://www.facebook.com/crhoy.comnoticias/posts/3970379573004380
2804-3,Medio,Telenoticias,Donaciones y Asistencialismo,Informativo,Link,"15,678",https://www.facebook.com/Telenoticias7/posts/3451119864899190
2804-4,Ministerio,Ministerio de Salud,Salud,Informativo,Link,"13,960",https://www.facebook.com/msaludcr/posts/10163591899260137
2804-5,Figura Pública,Lizeth Castro,Salud,Motivacional,Texto,"12,631",https://www.facebook.com/LizethCastrotv/posts/3386933084669245
2804-6,Página/Comunidad,De Todo El Mundo,Misceláneo,Reflexivo,Texto/Imagen,"11,700",https://www.facebook.com/roperito09/posts/552519115436150
2804-7,Medio,Noticias Repretel Costa Rica,Salud,Informativo,Link,"8,505",https://www.facebook.com/noticiasrepretelcostarica/posts/3417798291593231
2804-8,Página/Comunidad,Acción Filosófica,Salud,Reflexivo,Imagen,"7,690",https://www.facebook.com/accionfilosoficacr/posts/2879650688783382
2804-9,Medio,Tome pal pinto,Salud,Informativo,Link,"7,284",https://www.facebook.com/Tomepalpinto/posts/2956534774433066
2804-10,Medio,NCR - Noticias Costa Rica,Salud,Informativo,Link,"5,886",https://www.facebook.com/NCRNoticiasCostaRica/posts/3269284413103995
2904-1,Ministerio,Ministerio de Salud,Misceláneo,Agradecimiento,Texto/Imagen,"14,275",https://www.facebook.com/msaludcr/posts/10163597099755137
2904-2,Diputades,Dragos Dolanescu - Diputado Alajuela 2018 PRSC,Donaciones y Asistencialismo,Esperanzador,Texto/Imagen,"13,436",https://www.facebook.com/DDolanescuCR/posts/2609283236011747
2904-3,Medio,Crhoy.com,Salud,Informativo,Link,"12,643",https://www.facebook.com/crhoy.comnoticias/posts/3975072335868437
